NOVANAID	XUTM	YUTM	Z	Ave_WATLEV	DATE	COMP_LAYER
218.359_1	705178	6128739	-16.95	7.5762	27-05-2009	10
218.561_3	704554	6134267	-3.2	2.1502	28-05-2009	10
218.594_1	709802	6137432	-9.8	15.1198	29-05-2009	10
218.613_1	707981	6135306	-11.68	16.9619	30-05-2009	10
218.999_1	712111	6139177	-1	16.6	31-05-2009	10
220.295_1	660894	6122454	-17.25	4.8106	1-06-2009	10
220.459_1	661821	6124650	-22.65	11.9194	2-06-2009	10
220.460_1	661791	6125715	-23.5	12.378	3-06-2009	10
220.687_1	652118	6124360	-26	9.05	4-06-2009	10
220.689_1	654205	6124008	-29.5	7.4	5-06-2009	10
221.1006_1	677830	6117189	-22.85	9	6-06-2009	10
221.1039_1	673052	6121518	-16.5	0.3	8-06-2009	10
221.1040_1	673679	6121360	-16	1.1	9-06-2009	10
221.278_1	681082	6124529	-20.35	33.3975	12-06-2009	10
222.120_1	692260	6126367	15.9	56.7697	13-06-2009	10
226.714_1	700293	6111933	-22.95	0.8	15-06-2009	10
182.5_1	700126	6220363	-86.5	14.6	7-07-2009	10
184.55_1	657440	6202767	-71.955	0.58	21-07-2009	10
185.110_1	678214.5	6204495.4	-36.75	4.87	22-07-2009	10
185.11_1	678007	6205365	-40.15	2	23-07-2009	10
185.4_1	670785	6204395	-46	3.4	24-07-2009	10
185.55_1	679858	6207395	-50.15	5.74	25-07-2009	10
185.67_1	671837	6205528	-44.5	3.1	26-07-2009	10
185.76_1	678917	6204860	-63.0297	-0.11	27-07-2009	10
185.87_1	678125	6206047	-66.804	-1	28-07-2009	10
186.31B_1	691630	6216982	-56.5	7	1-08-2009	10
186.334_1	682248	6204877	-57.3	0.57	3-08-2009	10
186.352_1	688558	6205504	-47	-1	4-08-2009	10
186.446_1	693844	6203802	-26	4.3	9-08-2009	10
186.474_1	690326	6204766	-63.485	3.2	10-08-2009	10
186.569_1	684281	6206325	-32.9	10.625	18-08-2009	10
186.6_1	696201	6216305	-47.5	12	31-08-2009	10
186.708_1	682808	6208852	-58.1	0.59	2-09-2009	10
186.777_1	687330	6208229	-60.75	1	4-09-2009	10
186.851_1	698846	6205064	-78.5	5	19-09-2009	10
187.1015_1	702394	6210346	-81.39	15.1	2-10-2009	10
187.123_1	716463	6205361	-76.5	11.2	9-10-2009	10
187.1352_1	700694	6204505	-35.99	7.44	17-10-2009	10
187.1354_1	700182	6204676	-66.86	8.1	18-10-2009	10
187.1434_1	700028	6204229	-47.9223	7.02	7-11-2009	10
187.150_1	702777	6204300	-26.35	15.8	8-11-2009	10
187.32_1	715495	6214167	-78.55	24	9-11-2009	10
187.705_1	716330	6213045	-82.12	19.72	20-11-2009	10
188.1061_1	722537	6214200	-74.27	7.55	18-12-2009	10
188.1063_1	721457	6213085	-70.2	7.02	21-12-2009	10
188.120_1	722022	6218097	-30.73	7.29	4-01-2010	10
188.122_1	721732	6218225	-37.54	7.72	5-01-2010	10
188.134_1	719017	6211032	-90.17	14.78	6-01-2010	10
188.263_1	723110	6212803	-92.74	1.77	7-01-2010	10
188.331_1	719993	6217332	-62.47	13.33	13-01-2010	10
188.794_1	722890	6212501	-110	-2.9	26-01-2010	10
188.86_1	723339	6217821	-23.9	3.7	5-02-2010	10
188.891_1	723137	6215194	-62.87	8.6	10-02-2010	10
190.285_1	658935	6201203	-74.26	2.18	12-03-2010	10
191.23_1	665316	6200123	-56.5	1.78	17-03-2010	10
191.42_1	670883	6202302	-49.6	0.78	18-03-2010	10
192.1153_1	686858	6190057	-16.9	0.7	24-03-2010	10
192.1195_1	683138	6200632	-54.7492	0	1-04-2010	10
192.1201_1	697506.38	6198862.04	-33.81	7.7	2-04-2010	10
192.1245_1	697192	6200795.75	-50.5701	6.7	7-04-2010	10
192.142B_1	696757.26	6192595.09	-13.95	9.955	9-04-2010	10
192.143_1	696542	6192228	-13.6	10.15	10-04-2010	10
192.149_1	697392	6197151	-17.58	7.59	11-04-2010	10
192.157_1	697093	6197444	-20.45	6.58	12-04-2010	10
192.167_1	692190.85	6195944.68	-32.31	1.08	13-04-2010	10
192.176_1	693563	6200095	-22.41	4.4	14-04-2010	10
192.241_1	697204.94	6191784.75	-18.88	13.05	15-04-2010	10
192.242_1	698248.46	6195252.72	-18.44	10.54	16-04-2010	10
192.243_1	696081.12	6191825.4	-46.39	9.6	17-04-2010	10
192.258_1	695899.1	6192985.55	-26.535	9.08	18-04-2010	10
192.259_1	698774.85	6195286.08	-18.99	19.83	19-04-2010	10
192.272_1	685089	6190518	-27.19	3.6	20-04-2010	10
192.311_1	694267	6200311	-23.25	4.53	21-04-2010	10
192.31_1	695246	6197441	-22	6.53	22-04-2010	10
192.342_1	695852.51	6192713.9	-30.58	9.1	26-04-2010	10
192.347_1	698539.9	6195640.11	-15.24	9.71	27-04-2010	10
192.352_1	691851	6198733	-23.63	3.89	28-04-2010	10
192.3F_1	692172.7	6192178.09	-27.26	1.79	29-04-2010	10
192.596_1	698844	6200446	-16.7	6.11	30-04-2010	10
192.606_1	688436	6188894	-13.57	8.41	1-05-2010	10
192.625_1	698751.96	6195505.18	-15.85	10.74	3-05-2010	10
192.627_1	694937.9	6194451.12	-19.02	7.23	4-05-2010	10
192.643_1	693574.65	6193643.52	-15.85	4.89	5-05-2010	10
192.646_1	697526.6	6194324.78	-14.59	11.6	6-05-2010	10
192.653_1	698458	6200321	-17.54	6.28	7-05-2010	10
192.657_1	696418	6195353	-41.1878	8.17	8-05-2010	10
192.688_1	698386	6201792	-19.9	7.67	11-05-2010	10
192.706_1	692128	6191908	-32	2.4	13-05-2010	10
192.730_1	694167	6195789	-22.04	6.02	15-05-2010	10
192.757_1	695632	6202704	-24.21	4.63	16-05-2010	10
192.777_1	695122	6195288	-14.05	6.52	18-05-2010	10
192.78_1	692232.59	6194243.18	-29.53	1.55	21-05-2010	10
192.796_1	680884	6188086	-33	4.6	22-05-2010	10
192.81_1	696900.51	6189072.7	-20.71	15.61	23-05-2010	10
192.845_1	693330.46	6190938.76	-21.01	6.16	24-05-2010	10
192.871_1	697381	6193042	-22	5	26-05-2010	10
192.873_1	698841	6199856	-16.89	4.835	27-05-2010	10
192.876_1	694519	6196362	-19.96	5.32	28-05-2010	10
192.880_1	697532	6196877	-11.9	7.92	30-05-2010	10
192.881_1	692505.48	6190101.03	-38.5929	2.8	31-05-2010	10
192.88_1	698039.86	6191401.33	-11.36	14.62	1-06-2010	10
192.90_1	697810.61	6189591.83	-8.92	21.03	3-06-2010	10
192.937_1	692330	6198706	-26.52	3.28	4-06-2010	10
192.958_1	693024.6	6191169.93	-15.24	5.31	6-06-2010	10
192.964_1	692839.12	6191294.78	-10.16	4.09	8-06-2010	10
192.965_1	692716.22	6191211.3	-10.39	4.17	9-06-2010	10
192.966_1	692915.58	6191075.73	-10.54	5.62	10-06-2010	10
193.1147_1	715483	6199396	-16.97	17.65	21-06-2010	10
193.1181_1	714526	6197226	-18.9	22.35	23-06-2010	10
193.1211_1	699795	6199818	-17.57	5.92	26-06-2010	10
193.1243_1	703443	6188959	-3.79	20.98	2-07-2010	10
193.1266_1	699329.59	6188276.5	-5.5	16.32	4-07-2010	10
193.1286_1	703764	6188921	-8.19	20.92	6-07-2010	10
193.1297_1	705337	6190312	-32.7806	30.41	8-07-2010	10
193.1316_1	705738	6190510	-10.665	28.24	9-07-2010	10
193.1335_1	706167	6189605	-6	27.31	13-07-2010	10
193.1369_1	706464	6189601	-27.9976	27.12	29-07-2010	10
193.136_1	708294	6189432	-5.18	22.65	30-07-2010	10
193.1371_1	709700.36	6188861.79	-54.43	18.315	31-07-2010	10
193.1371_2	709700.36	6188861.79	-43.43	17.9633	1-08-2010	10
193.137_1	715832	6199931	-19.85	22.75	7-08-2010	10
193.1380_1	709695.36	6188861.79	-33.14	17.93	8-08-2010	10
193.145_1	699382.39	6189497.95	-6.72	17.57	15-08-2010	10
193.1501_1	710663.23	6197158.72	-32.6579	36.4067	18-08-2010	10
193.1502_1	709786.29	6195558.06	-7.34	36.92	21-08-2010	10
193.152_1	703023	6198970	-9.61	12.98	28-08-2010	10
193.164_1	712979	6199463	-25.35	35.34	4-09-2010	10
193.181_1	699190.77	6189538.4	-6.15	17.87	14-09-2010	10
193.196_1	706272	6190320	-33.4967	28.03	5-10-2010	10
193.2008_1	715810	6199768	-23.9	15.23	16-10-2010	10
193.201_1	710060	6193221	-11.57	36.63	25-10-2010	10
193.213_1	703276	6189386	-2.3	37.49	21-11-2010	10
193.2148_1	701137	6203339	-41.505	5.38	26-11-2010	10
193.2192_1	706076	6198089	-10	31.3	7-12-2010	10
193.220_1	705037	6189809	-9.19	27.69	8-12-2010	10
193.248_1	698978	6200292	-15.83	5.9	9-12-2010	10
193.425_1	702165	6197633	-11.3	12.31	11-12-2010	10
193.430_1	701139	6198341	-15.08	8.18	12-12-2010	10
193.433_1	703790	6197111	-18.39	28.88	13-12-2010	10
193.435_1	703314	6196701	-11.28	28.22	14-12-2010	10
193.444_1	702086.1	6194456.41	-11.99	28.5	15-12-2010	10
193.502_1	701657	6197359	-14.7	9.6	16-12-2010	10
193.504_1	701181.73	6195166.82	-14.01	26.45	17-12-2010	10
193.507_1	704726	6196144	-8.42	32.56	18-12-2010	10
193.508_1	703473.65	6194718.11	-9.07	31.06	19-12-2010	10
193.511_1	703456.09	6195672.51	-9.75	30.2	20-12-2010	10
193.513_1	704095	6196232	-6.75	34.32	21-12-2010	10
193.514_1	704144.55	6195455.23	-9.88	31.7	22-12-2010	10
193.516_1	704575	6196043	-8.85	32.83	23-12-2010	10
193.519_1	704506.29	6194573.44	-11.45	33.42	24-12-2010	10
193.526_1	701114	6195414	-12.49	27.5	26-12-2010	10
193.527_1	700925.99	6195040.93	-12.12	24.28	27-12-2010	10
193.57_1	700183	6190902	-10	19.4	29-12-2010	10
193.58_1	715898	6195367	-25.8	26	30-12-2010	10
193.637_1	707188	6197711	-8.58	36.02	2-01-2011	10
193.638_1	701379	6195947	-23.09	25.16	3-01-2011	10
193.655_1	707745.4	6195316.09	-10.45	37.05	6-01-2011	10
193.742_1	701146	6197056	-16.33	10.05	9-01-2011	10
193.89_1	714537	6197128	-23.7	22	13-01-2011	10
193.96_1	717024	6199493	-19.35	25.19	15-01-2011	10
194.175_1	722360.38	6193233	-52.93	7.07	20-01-2011	10
194.182_1	723713.77	6191730.84	-38.72	3.352	21-01-2011	10
194.198_1	721700	6195482	-17.45	6.82	22-01-2011	10
194.282_1	723027.87	6195075.37	-28.78	2.116	23-01-2011	10
194.366_1	721512.89	6189882.32	-35.16	4.6875	24-01-2011	10
194.44_1	719072	6194318	-14.9	25.8	27-01-2011	10
194.45D_1	721791	6189741	-38.85	3.5	28-01-2011	10
194.58_1	723905	6191876	-37	2.3	29-01-2011	10
194.620_1	717941	6193871	-12.35	22.975	30-01-2011	10
194.905_1	719822	6200388	-40.5	3	14-02-2011	10
198.463_1	665439	6186759	-58.104	0.6	22-04-2011	10
198.467_1	679956	6179191	-60.2	3.4	23-04-2011	10
199.1005_1	696128.2	6185778.36	-6.85	5.6367	5-06-2011	10
199.1006_1	696334	6185761	-10	4.65	6-06-2011	10
199.1213_1	696131.1	6186376	-9.57	6.84	23-06-2011	10
199.1261_1	697438.95	6173637.2	-23.25	10.6	13-07-2011	10
199.1262_1	697443.46	6173725.78	-25.6	9.32	14-07-2011	10
199.1263_1	697499.37	6174263.19	-28.48	9.05	15-07-2011	10
199.1268_1	697587.8	6174567.63	-23.3	9.15	16-07-2011	10
199.1269_1	697601.17	6174669.33	-25.5	8.7	17-07-2011	10
199.1270_1	697558.7	6174551.13	-21.63	8.72	19-07-2011	10
199.1271_1	697713.11	6174827.08	-21.86	8.67	20-07-2011	10
199.1272_1	697757.83	6174916.51	-24.55	8.51	21-07-2011	10
199.1273_1	697808.42	6175003.25	-24.31	8.3	22-07-2011	10
199.130_1	698070.28	6185642.97	-2.52	10.86	24-07-2011	10
199.167_1	686854	6184600	-18.38	13	26-07-2011	10
199.172_1	685345	6187282	-16	12	28-07-2011	10
199.174_1	697190.52	6188199.57	-16.05	12.47	29-07-2011	10
199.199_1	697652.61	6184932.11	-4.7	4.37	30-07-2011	10
199.217_1	684741	6187643	-16.15	10	31-07-2011	10
199.351_1	689984	6184069	-24.56	0.97	1-08-2011	10
199.373_1	684761	6183670	-14.76	15.83	2-08-2011	10
199.395_1	697180	6184757	-9	5	3-08-2011	10
199.49_1	682788	6187338	-19	11.4	5-08-2011	10
199.608_1	686303	6182814	-28.35	10.36	6-08-2011	10
199.620_1	689080	6185035	-15.625	2.18	7-08-2011	10
199.698_1	696530	6185746	-8.95	6.9	8-08-2011	10
199.710_1	690202	6186459	-11.56	2.29	9-08-2011	10
199.712_1	690636	6185761	-11.06	1.6	10-08-2011	10
199.765_1	683652	6181915	-42.635	8.19	15-08-2011	10
199.790_1	691747	6183929	-48.0989	1.35	16-08-2011	10
199.799_1	688983	6182895	-45.4	3.2	17-08-2011	10
199.806_1	690570	6184559	-16.48	1.91	18-08-2011	10
199.823_1	689421	6186192	-14.105	1.06	20-08-2011	10
199.835_1	696273	6184026	-31	3.2	22-08-2011	10
199.836_1	695909.32	6185721.19	-11.68	5.46	23-08-2011	10
199.837_1	695835.17	6185766.41	-7.725	3.3267	24-08-2011	10
199.849_1	691769	6184064	-47.682	1.4	25-08-2011	10
199.852_1	688843	6182457	-41.1	2.74	26-08-2011	10
199.862_1	682867	6185758	-12.275	15.25	27-08-2011	10
199.877_1	684651	6185607	-23.03	15.64	29-08-2011	10
199.889_1	690817	6184503	-15.56	1.83	1-09-2011	10
199.894_1	685271	6183611	-17.79	14.83	3-09-2011	10
199.895_1	685496	6183746	-18.455	14.71	4-09-2011	10
199.917_1	688794	6182313	-47.115	2.65	7-09-2011	10
199.928_1	695963.53	6185881.79	-9.17	5.68	9-09-2011	10
199.930_1	695212.73	6186463.17	-39.3036	5.4	10-09-2011	10
199.948_1	687451	6183594	-23.42	8.19	11-09-2011	10
199.968_1	680651	6182499	-12.84	14.4333	16-09-2011	10
199.969_1	687012	6187725	-15	-0.2	17-09-2011	10
199.991_1	680586	6187868	-29.475	2.2	20-09-2011	10
200.1035_1	710466.58	6182496.33	-5.54	16.56	21-09-2011	10
200.1151_1	699805.6	6187409.44	0.89	15.71	22-09-2011	10
200.1180_1	700137	6185576	-2.2	11.8	24-09-2011	10
200.1369_1	699409.77	6188046.3	-12.61	16.16	27-09-2011	10
200.1382_1	703599	6187419	-34.3234	15.89	28-09-2011	10
200.1443_1	703170	6187585	-5.7	16.26	30-09-2011	10
200.1458_1	708938.6	6175523	-6.84	13.325	1-10-2011	10
200.1459_1	701070	6173212	-13.25	16.87	2-10-2011	10
200.153_1	718178	6176764	0.45	5.68	4-10-2011	10
200.1584_1	701617	6185807	-2.38	12.96	5-10-2011	10
200.1590_1	700948	6186902	-4.63	14.54	7-10-2011	10
200.1597_1	700927	6186063	-0.945	13.71	10-10-2011	10
200.173B_1	709490	6180203	2.1	12	11-10-2011	10
200.176_1	706018	6186453	-43.05	8.4	13-10-2011	10
200.1998_1	710338	6174554	2.95	2.45	16-10-2011	10
200.199_1	717208	6180130	-19.5	12.8	17-10-2011	10
200.2005_1	708442	6176936	-12.2	14.23	18-10-2011	10
200.2069_1	706980	6175980	4.45	13.96	19-10-2011	10
200.2238_1	710464	6177164.5	5.43	14.2843	21-10-2011	10
200.233_1	711354	6183256	-8.6	16.81	25-10-2011	10
200.242A_1	716742.62	6185208.95	-11.01	17.9178	26-10-2011	10
200.242G_1	716806.28	6185294.9	-40.33	13.005	27-10-2011	10
200.242H_1	716824.65	6185361.3	-42.26	17.7656	28-10-2011	10
200.242I_1	716773.65	6185198.86	-13.15	17.882	29-10-2011	10
200.242K_1	717057.12	6185297.37	-32.45	19.18	30-10-2011	10
200.242L_1	717243.56	6185354.82	-33.02	19.3525	31-10-2011	10
200.2486_1	717350	6175984	-1.45	10.9767	3-11-2011	10
200.264_1	709347	6181285	-23.0695	9.4	4-11-2011	10
200.2665_1	703970	6173785	10.2	15.84	6-11-2011	10
200.2671_1	718086.18	6176165.92	-4.6	4.1	7-11-2011	10
200.2872_1	716488.93	6181005.14	-27.04	12.2825	8-11-2011	10
200.287B_1	715122	6176176	-0.15	11.9025	9-11-2011	10
200.296B_1	717772	6185666.08	-30.2	19.4278	10-11-2011	10
200.296C_1	717758.65	6185732.69	-30.39	19.3738	11-11-2011	10
200.3002_1	705423	6177657	3.65	10.005	12-11-2011	10
200.3003_1	705445	6177483	-3.12	10.77	13-11-2011	10
200.3005_1	705827	6177722	-7.355	11.88	14-11-2011	10
200.3007_1	705008	6177939	-3.41	10.8	15-11-2011	10
200.3013_1	701036	6175206	-8.875	13.25	16-11-2011	10
200.3025_1	700497.64	6187096.62	-6.1	13.66	17-11-2011	10
200.3027_1	701792	6185900	-8.86	13.07	18-11-2011	10
200.3028_1	701174	6180453	-18.3	3.7	19-11-2011	10
200.3030_1	702101	6176128	-10.125	15.545	20-11-2011	10
200.303_1	716661	6186445	-35	18.43	21-11-2011	10
200.3125_1	714145	6173759	-27.9	7.6425	22-11-2011	10
200.3129_1	707865	6175773	-7.3	13.15	23-11-2011	10
200.3132_1	709015	6175316	-6.2	13.174	24-11-2011	10
200.3153_1	700930.86	6187319.03	-9.82	14.9	25-11-2011	10
200.3159_1	699414.52	6186944.8	-8.01	14.86	28-11-2011	10
200.3187_1	706690	6173867	-4.82	14.3167	30-11-2011	10
200.3189_1	701328	6184923	-23.9	7.6	1-12-2011	10
200.318_1	701967	6185683	-2.03	12.62	2-12-2011	10
200.3193_1	704305	6173790	10.65	17.17	4-12-2011	10
200.3202_1	715260	6178942	-11.9	7.025	5-12-2011	10
200.3205_1	700176	6173563	7.5	16.3	6-12-2011	10
200.3208_1	714851	6178901	-4.8	8.26	7-12-2011	10
200.3217_1	705412.1	6177254.5	-7.35	11.01	8-12-2011	10
200.3227_1	710768.17	6185129.78	-37.7	6.82	9-12-2011	10
200.3232_1	706961	6179012	-28.1727	15.84	10-12-2011	10
200.3234_1	703270	6173789	10	14.05	11-12-2011	10
200.3251_1	700145	6174001	4.1	17.185	12-12-2011	10
200.3290_1	708620	6181869	2.5	18.3	14-12-2011	10
200.3339_1	703152	6174376	12.15	18.63	20-12-2011	10
200.3341_1	703451	6174786	6.75	16.1267	21-12-2011	10
200.3344_1	717674	6177154	-1.16	2.722	23-12-2011	10
200.3346_1	705632	6176281	-4.575	15.3	24-12-2011	10
200.3354_1	717751	6177265	-4.6	1.184	25-12-2011	10
200.3360_1	714951	6174656	-2.55	10.976	27-12-2011	10
200.3363_1	706893	6174010	-34.43	11.29	28-12-2011	10
200.3368_1	712013	6179856	-6.45	15.7475	29-12-2011	10
200.3371_1	715133	6180156	-18	10.19	30-12-2011	10
200.3375_1	703500	6174400	8.25	15.75	31-12-2011	10
200.3389_1	711211.7	6177998.2	3.45	14.2	1-01-2012	10
200.3394_1	715270	6180306	-2	11.145	2-01-2012	10
200.3397_1	715565	6180290	-4.45	11	4-01-2012	10
200.3399_1	706398	6174971	5.5	14.0167	5-01-2012	10
200.3403_1	715529	6180141	-8	9.2933	6-01-2012	10
200.3404_1	715346	6179902	-4.5	7.8187	7-01-2012	10
200.3405_1	715393.37	6179614.82	-11	7.89	8-01-2012	10
200.3417_1	702289.27	6178349.7	3.78	14.2308	9-01-2012	10
200.3420_1	716987	6176251	4.5	12.4567	10-01-2012	10
200.3428_1	717412.79	6180655.86	-29.57	8.8933	11-01-2012	10
200.3428_2	717412.79	6180655.86	-12.57	9.5971	12-01-2012	10
200.3431_1	709993.47	6186656.59	-46.25	7.2825	13-01-2012	10
200.3431_2	709993.47	6186656.59	-32.25	12.415	14-01-2012	10
200.3436_1	709191.86	6187401.93	-33.95	15.982	18-01-2012	10
200.3445_1	716648	6181705	-6	20.1	24-01-2012	10
200.3683_1	717410.34	6181480.46	-8.99	17.87	1-02-2012	10
200.3727_1	704325	6178027	-14.24	8.29	2-02-2012	10
200.373_1	711932	6176515	7.5	18.21	3-02-2012	10
200.3791_1	703151	6186426	-8.56	14.8	4-02-2012	10
200.386_1	704737	6183402	-37.38	8.82	5-02-2012	10
200.387_1	702196	6186706	-28.02	15.61	6-02-2012	10
200.402_1	712345	6179250	3.95	15.45	8-02-2012	10
200.40_1	702524	6181936	-41.1	3.5311	9-02-2012	10
200.411_1	706762	6174059	-8.15	14.055	10-02-2012	10
200.41K_1	714265	6173743	-5.65	10.8	11-02-2012	10
200.41L_1	714242	6173775	-3.6	11.3	12-02-2012	10
200.428_1	700742	6177155	-8.15	8.3	13-02-2012	10
200.4309_1	717590	6178018	-48.85	6.66	14-02-2012	10
200.4348_1	716120	6185781	-14.3	17.558	17-02-2012	10
200.4411_1	710384.65	6174913.86	7.4	13.0025	24-02-2012	10
200.4425_1	707234.77	6184992.78	-37.12	8.7658	26-02-2012	10
200.4441_1	701123	6185727	-0.11	12.435	1-03-2012	10
200.4454_1	707062.7	6174622.4	-7.5	12.35	2-03-2012	10
200.446_1	705184	6179309	1.3	13.54	5-03-2012	10
200.4542_1	715138	6177536	6.65	7.948	6-03-2012	10
200.4572_1	709908	6175769	-63.1	13.722	14-03-2012	10
200.4572_2	709908	6175769	-28.1	12.975	15-03-2012	10
200.4685_1	700828	6185319	0.12	9.49	4-04-2012	10
200.4686_1	700834	6185314	-0.07	9.485	6-04-2012	10
200.4697_1	712026.19	6182936.18	-1.22	16.5	8-04-2012	10
200.4699_1	709084	6174414	-32.6	11.376	10-04-2012	10
200.469_1	702336	6176139	-11.45	14.7	11-04-2012	10
200.4717_1	715980.14	6184938.41	-14.31	22.9	12-04-2012	10
200.4815_1	718276	6173771	-25.23	3.26	17-04-2012	10
200.4816_1	716873.82	6185087.86	-5.74	18.9175	18-04-2012	10
200.4819_1	716212	6175884	6.3	11.7425	27-04-2012	10
200.4830_1	709330	6177952	-11.7	15.37	28-04-2012	10
200.4890_1	710191.45	6176189.27	-19.68	14.0471	30-04-2012	10
200.490_1	708695	6178383	-4.05	15.8	2-05-2012	10
200.4910_1	716618	6181784	-34	18.12	3-05-2012	10
200.491_1	708873	6178054	-4.5	15.27	4-05-2012	10
200.492_1	709209	6178730	1.6	13.935	6-05-2012	10
200.4937_1	707261.1	6174710.7	-3.6	12.38	7-05-2012	10
200.4938_1	707400.5	6174771.7	-5	12.35	8-05-2012	10
200.4943_1	707160.1	6174667.1	-4.5	12.37	10-05-2012	10
200.4944_1	712828.36	6176179	10.2	9.5	11-05-2012	10
200.4945_1	712778	6176324	10.3	9.9	12-05-2012	10
200.4946_1	712838	6176349	9.6	10.4	13-05-2012	10
200.4947_1	712793	6176334	6.6	10.4	14-05-2012	10
200.4948_1	702260	6175573	-5.99	16.1	15-05-2012	10
200.4959_1	716918.3	6174839.7	-18.8777	11.02	16-05-2012	10
200.4969_1	713085	6176265	9.41	12.8	19-05-2012	10
200.4970_1	711926	6175932	12.03	13.5	20-05-2012	10
200.4971_1	713282	6175179	11.08	13.685	21-05-2012	10
200.4972_1	710697	6173592	-19.9113	8.4	22-05-2012	10
200.5021_1	715578	6177826	-19.3042	7.785	26-05-2012	10
200.5022_1	717667.09	6177288.4	-4.54	2.344	27-05-2012	10
200.5024_1	718178.41	6175636.82	0.49	6.51	28-05-2012	10
200.5041_1	709269.25	6182801.31	-6.88	13	4-06-2012	10
200.5043_1	711098	6181379	-15.8384	14.68	6-06-2012	10
200.5044_1	711103	6181394	-15.5391	14.7	7-06-2012	10
200.505_1	703677	6173748	13.5	16.3325	8-06-2012	10
200.5091_1	712413	6175534	12.58	13.9975	11-06-2012	10
200.5092_1	712588	6175549	-22.09	14.2	12-06-2012	10
200.5094_1	712343	6175569	10.67	14.3	13-06-2012	10
200.5095_1	712298	6175574	12.42	14.3	14-06-2012	10
200.5096_1	712388	6175604	-7.79	14	15-06-2012	10
200.5097_1	712363	6175614	8.035	14.1	16-06-2012	10
200.5101_1	712063	6176082	12.7	13.18	18-06-2012	10
200.5102_1	712053	6176079	12.83	13.07	19-06-2012	10
200.5103_2	712046	6176087	11.25	13.03	20-06-2012	10
200.5103_3	712046	6176087	10.375	13.07	21-06-2012	10
200.5119_1	700617	6185227	-6.3	8.7	28-06-2012	10
200.5120_1	700539	6185195	-4.6	8.48	30-06-2012	10
200.5121_1	715422	6179419	-15.3	8.38	2-07-2012	10
200.5133_1	700539	6185278	-26.6857	8.74	9-07-2012	10
200.5134_1	700710	6185255	-4.55	8.89	11-07-2012	10
200.5138_4	712260	6175681	12.16	13.8	16-07-2012	10
200.5140_1	712683	6175595	11.9	13.64	18-07-2012	10
200.5141_1	712063	6175629	4.46	13.7	19-07-2012	10
200.5142_1	712001	6175475	3.4	13.7	20-07-2012	10
200.5143_1	712793	6175387	5.05	13.8	21-07-2012	10
200.5144_1	711724	6175346	2.02	13.9	22-07-2012	10
200.5147_1	705203	6178945	-5.7	11.02	25-07-2012	10
200.5184_1	711984	6173876	6.94	10.0267	30-07-2012	10
200.5185_1	712023	6173861	6.28	9.695	31-07-2012	10
200.5192_1	716136.1	6174549.4	6.2	11.38	1-08-2012	10
200.5193_1	716201.6	6174555.7	5.95	11.18	2-08-2012	10
200.5195_1	711212	6173853	-0.35	9.9	3-08-2012	10
200.5195_4	711212	6173853	7.4	9.9	4-08-2012	10
200.5227_1	711251	6173735	6.05	8.6	14-08-2012	10
200.5243_1	715966.34	6177101.01	3.54	10.7	15-08-2012	10
200.5246_1	703422.51	6179265.57	-35.24	9.15	16-08-2012	10
200.5247_1	703343.51	6179253.34	-37.73	8.86	17-08-2012	10
200.528_1	700901.54	6187406.7	-4.03	15.85	27-08-2012	10
200.5290_1	700788	6185581	0.37	11.84	28-08-2012	10
200.5291_1	700772	6185580	1.17	11.86	31-08-2012	10
200.5292_1	700777	6185562	-0.04	11.81	3-09-2012	10
200.5295_1	700798	6185556	-0.15	11.655	10-09-2012	10
200.5297_1	703268	6176410	-8.1	12.9	15-09-2012	10
200.5301_1	716557	6175060	5.61	10.8	16-09-2012	10
200.5302_1	716562	6175077	6.24	10.8	17-09-2012	10
200.5305_1	700798	6185545	0.61	11.455	21-09-2012	10
200.5306_1	705880.01	6174340	5.3	14.99	24-09-2012	10
200.5351_1	708769	6183959	-43.8	11.07	4-10-2012	10
200.5353_1	712052.45	6176110.06	13.1	13.9	5-10-2012	10
200.5354_1	712076.22	6176130.7	8.98	13.9	6-10-2012	10
200.5355_1	712017.45	6176064.99	8.73	13.91	7-10-2012	10
200.5427_1	717635	6178112	-8.9	3.8	12-10-2012	10
200.5472_1	708702	6181165	-0.7	15.89	13-10-2012	10
200.5473_1	708928	6181420	-0.69	15.6	14-10-2012	10
200.5474_1	717112.3	6178681	-17.38	7.87	15-10-2012	10
200.5475_1	704026	6178783.5	-8.4	8.19	16-10-2012	10
200.5492_1	710735	6181650	6.1	13.4	17-10-2012	10
200.5493_1	710663	6181534	6.1	12.4	18-10-2012	10
200.5494_1	709403	6177836	-13.25	13.58	20-10-2012	10
200.54_1	716316	6175503	-20	11.7	22-10-2012	10
200.5529_1	700893	6185534	1.15	10.11	25-10-2012	10
200.555_1	703396	6173783	10.6	15.5	1-11-2012	10
200.563_1	700859.15	6187272.47	-4.96	14.8	3-11-2012	10
200.569_1	701402	6186244	-5.4	14.87	4-11-2012	10
200.615_1	710792.65	6183801.26	0.72	17.48	5-11-2012	10
200.617B_1	708254	6178382	-15.85	15.47	6-11-2012	10
200.620_1	711161.7	6176370.1	2.925	14.5744	7-11-2012	10
200.657_1	717907	6177041	-2.9	1	8-11-2012	10
200.663_1	714825	6175590	-2.8	12.6	9-11-2012	10
200.672_1	711899.7	6176822.2	0.94	13.6933	10-11-2012	10
200.673_1	710017	6174955	11.1	12.555	11-11-2012	10
